transaction_id,timestamp,originator_account,originator_company,originator_SIC,originator_country,beneficiary_account,beneficiary_company,beneficiary_SIC,beneficiary_country,currency,amount,transaction_description,label
T01463,2025-02-17 15:58:51,GB65EFCS91170546736185,"Martin, Costa and Hayes",5812,RU,GB26BPIZ51262903085573,Webb and Sons,6021,CN,RUB,180698.04,Donation,1
T01464,2025-02-01 20:27:23,GB90THOI35302784056931,Sheppard Group,5812,UK,GB93LWZO76209572784030,Woods-Miller,6021,CN,GBP,104271.29,Travel Booking,1
T01465,2025-07-20 09:43:57,GB17MCTN60033488121850,"Patterson, Hanson and Harrison",6021,CN,GB19ATMR70746391141471,"Wallace, Camacho and Ross",6021,US,CNY,107265.8,Paying Rent,1
T01466,2025-03-04 22:43:09,GB39FYEN07800717708828,Lopez-Smith,6021,DE,GB94IUZZ15468746098737,Rogers-Clark,6021,ZA,EUR,150770.17,Credit Card Payment,1
T01467,2025-05-08 00:44:02,GB67NFKI31968083900047,Hammond LLC,5812,SG,GB32QIBG07062038128586,"David, Bishop and Ray",5812,CN,SGD,174928.16,Subscription Service,1
T01468,2025-01-23 18:44:50,GB94BHLC23420672593535,Whitaker Ltd,5812,BR,GB70QLWQ42662512332094,Harris Inc,6021,RU,BRL,75481.06,Credit Card Payment,1
T01469,2025-08-20 02:08:51,GB24CKOB97268754863236,"Davis, Bailey and Rodriguez",8221,BR,GB94EDFW95118944827339,Padilla Ltd,5812,SG,BRL,80612.18,Paying Rent,0
T01470,2025-06-21 14:39:48,GB36MNCB68794780177495,Johnson Inc,7372,ZA,GB43XOWV13164852450931,Smith and Sons,6021,CN,ZAR,57226.93,Travel Booking,1
T01471,2025-04-02 16:01:06,GB82ENBE68176540549287,"Pope, Cox and Martinez",6021,BR,GB08JEVS13772736278335,Scott Inc,7372,US,BRL,23998.52,Salary Payment,0
T01472,2025-03-30 00:15:58,GB93BUIU51471087541239,Patterson-Simmons,7372,CN,GB72MGKN64815784438004,Rodgers-Suarez,7372,SG,CNY,176387.7,Utility Bill Payment,1
T01473,2025-06-14 13:59:23,GB08GSNQ60423107407229,Moore Ltd,7372,ZA,GB05UEQZ53531653397898,Anderson and Sons,6021,CN,ZAR,60240.59,Paying Rent,1
T01474,2025-06-09 22:02:05,GB57CWSU79688319197920,"Roberts, James and Fuller",5812,US,GB30MIUK11555972500116,"Beltran, Barnett and Bowman",4813,DE,USD,43648.06,Subscription Service,0
T01475,2025-01-12 13:45:39,GB75EQDZ81641870401192,Dalton LLC,7372,CN,GB64EMWU58552739834667,Green-Wallace,5812,IN,CNY,60027.08,Credit Card Payment,1
T01476,2025-07-17 13:54:46,GB51UFSG30478513281212,Jackson-Andrade,7372,SG,GB85ISBI88698120769796,Mendez-Dudley,6211,AE,SGD,177095.62,Utility Bill Payment,1
T01477,2025-03-25 13:02:03,GB16RMHL87368318408193,"Miller, Hahn and Bailey",5812,IN,GB25FLMZ05923766072521,Weiss LLC,8221,AE,INR,12665.33,Travel Booking,1
T01478,2025-07-11 15:50:10,GB60FQVJ56773690392849,Miller-Smith,6021,IN,GB52DFAL88908784536742,Williams Ltd,8221,ZA,INR,95672.01,Donation,1
T01479,2025-03-26 12:07:14,GB91MJZN08601507996541,Davis-Morales,7372,CN,GB62WWFV03034547492968,Jimenez-Griffith,4813,ZA,CNY,53644.95,Retail Shopping,1
T01480,2025-01-03 04:02:05,GB68RRWX29316983294086,Wood-Carrillo,6211,US,GB68MBVR45616420059799,Rodriguez Ltd,5812,SG,USD,151854.75,Subscription Service,1
T01481,2025-05-11 03:34:38,GB15YBYV29523124476990,Ho LLC,4813,IN,GB41QFPV64869628162581,Miller LLC,4813,CN,INR,150393.46,Donation,1
T01482,2025-02-22 05:02:40,GB49NWWC04881916212889,Thomas-Rivas,6021,SG,GB45NXPB09820542817563,Combs-Decker,5812,ZA,SGD,31335.24,Travel Booking,0
T01483,2025-04-19 15:07:34,GB97YVDA87939024261888,"Wilson, Frank and Prince",8221,US,GB62GSTU26342113261167,Smith Inc,6211,ZA,USD,184166.84,Utility Bill Payment,1
T01484,2025-05-26 18:47:03,GB48BKEL24779656713761,Davis and Sons,6211,US,GB51AJWB92075240636993,Oliver-Jones,5812,DE,USD,143076.97,Salary Payment,1
T01485,2025-07-26 08:06:46,GB65CUZH33782129168978,"Peterson, Rivera and Murray",6211,ZA,GB07MCGJ99790130998978,"Gibson, Butler and Greene",5411,BR,ZAR,85768.81,Loan Repayment,1
T01486,2025-07-21 16:01:53,GB15BKTL49179004810513,Estes-Lowe,6211,ZA,GB60TSEK90317375728172,Lin-Byrd,5812,BR,ZAR,175124.29,Insurance Premium,1
T01487,2025-05-12 04:20:59,GB45HNQD69659199566715,Crane PLC,6211,IN,GB40UFTL59805964587884,Johnson Group,4813,SG,INR,137720.09,Insurance Premium,1
T01488,2025-07-08 08:37:04,GB20FHOJ71769383342339,"Donovan, Dickerson and Wilson",6021,IN,GB04NXXW71711252818920,Allen-Lin,8221,SG,INR,184841.84,Salary Payment,1
T01489,2025-02-23 12:42:54,GB50OXVQ81598802830524,Nelson-Watson,7311,UK,GB16UZOA94012738861825,Johnson Inc,4813,CN,GBP,12285.16,Credit Card Payment,1
T01490,2025-04-18 03:41:57,GB16RYSV07385035258284,"Vance, Calhoun and Clark",7311,AE,GB53MRZN93685758677274,Miller and Sons,8221,BR,AED,11590.31,Loan Repayment,1
T01491,2025-03-22 22:43:56,GB95DIPS63328841164861,Zamora-Lester,7372,IN,GB14LRJJ75430340690409,Thomas-Watts,7311,ZA,INR,116756.55,Credit Card Payment,1
T01492,2025-07-16 13:44:39,GB75YHQJ75646631516768,"Wilson, Hess and Cox",7311,US,GB61LYPR79356106574364,"Nelson, Reese and Murphy",6211,IN,USD,179271.31,Donation,1
T01493,2025-06-17 23:16:44,GB95YPCR62830992896547,Shelton-Hoffman,4813,DE,GB44LJXA52913090176977,Scott Inc,5411,BR,EUR,166981.89,Travel Booking,1
T01494,2025-06-27 23:43:38,GB55NTCC17835198544503,Bell Group,6211,RU,GB43FVHY30181154493285,Allison LLC,7372,IN,RUB,180098.95,Retail Shopping,1
T01495,2025-01-03 00:35:31,GB64WRCA64998869930888,Vazquez LLC,8221,SG,GB36PNIG11154930663187,Case-Mathis,8221,DE,SGD,121824.16,Retail Shopping,1
T01496,2025-04-11 01:03:32,GB34WJPG09066692902624,Haney PLC,4813,SG,GB37QYBL88158247124229,Duran and Sons,8221,UK,SGD,181692.88,Salary Payment,1
T01497,2025-07-04 08:48:16,GB17VPUR44495567182455,"Castillo, Brooks and Gordon",8221,BR,GB92LNOU64721985763171,Ryan PLC,6211,SG,BRL,195155.02,Loan Repayment,1
T01498,2025-05-19 08:20:28,GB77AATM45845352115860,Gonzales LLC,5411,CN,GB53PYPN18939079249731,Rodgers Group,4813,UK,CNY,175203.76,Utility Bill Payment,1
T01499,2025-07-11 05:46:20,GB54SZMV95893567764101,Reid Group,5812,SG,GB76DMSD49928948944184,Harris-Banks,5812,AE,SGD,98677.09,Insurance Premium,1
T01500,2025-03-20 18:55:46,GB05MDRG15651488384137,Fernandez and Sons,5812,SG,GB45NUKN07194121092006,Porter and Sons,7311,ZA,SGD,34449.93,EMI Payment,0
T01501,2025-06-29 16:05:32,GB88RGQT38693363853310,Barton-Miller,5812,SG,GB53DPUS45506644130998,Davenport-Jensen,5812,RU,SGD,156234.81,Insurance Premium,1
T01502,2025-02-05 14:53:54,GB44CUFJ11029529141675,Young-Garcia,7372,BR,GB75PDZZ10197718066263,Horne PLC,5812,DE,BRL,183420.22,Salary Payment,1
T01503,2025-06-12 06:15:40,GB24TUQZ62272386910447,Hendrix-Roberson,5411,US,GB73UBZS56926832245839,Henry PLC,6211,BR,USD,182544.77,Subscription Service,1
T01504,2025-01-11 00:40:26,GB12MVIH25981479307029,Frost Inc,5411,ZA,GB47ZIEM36840915701224,Alvarado PLC,7372,SG,ZAR,171960.47,Retail Shopping,1
T01505,2025-05-03 02:54:34,GB48YRMI49351922060746,Jacobs Ltd,5411,AE,GB21FXDQ88249025605451,Jackson-Brown,7311,RU,AED,98582.03,Subscription Service,1
T01506,2025-04-03 09:51:18,GB78MMKE38559190857119,"Schmitt, Rodriguez and Smith",7311,AE,GB25QFUZ03748095323194,Arnold Group,5812,AE,AED,3610.64,Salary Payment,1
T01507,2025-02-16 03:51:25,GB30LPTC85373841698234,Eaton-Miller,7372,ZA,GB28AUKV86119728260997,Johnson PLC,6021,IN,ZAR,127447.73,Travel Booking,1
T01508,2025-03-12 16:18:22,GB14EKWI59233017296117,Wright-Davis,6021,IN,GB41IKEC19257183792346,Thomas Ltd,5411,DE,INR,97462.95,Retail Shopping,0
T01509,2025-07-29 00:16:47,GB53LMLR87875884534056,Ware-Powell,7311,RU,GB02KZXZ36026245707879,Williams Group,7311,BR,RUB,97650.43,EMI Payment,1
T01510,2025-07-02 03:53:45,GB20MTMR33031031687550,"Waller, Davis and Mata",4813,AE,GB37SRIQ19549801856775,Obrien Group,7372,RU,AED,96502.09,Retail Shopping,1
T01511,2025-01-29 07:20:50,GB52IJEN09130023377678,"Allen, Fernandez and Jackson",4813,DE,GB06KBAC53553930293145,Arellano-Kim,6211,SG,EUR,47754.97,Subscription Service,0
T01512,2025-01-31 20:30:19,GB91DXYO38469797100174,Wheeler-Martinez,4813,UK,GB86GLTY24393536767235,Bond Inc,6021,UK,GBP,87359.38,Travel Booking,0
T01513,2025-03-26 15:31:34,GB62MBWE12746904644738,Martinez and Sons,5812,UK,GB43RYVI28382856746376,Juarez LLC,6021,CN,GBP,139322.13,Travel Booking,1
T01514,2025-08-04 08:31:53,GB65OCGP82271360401857,"Duran, Luna and Shaffer",7311,RU,GB93CROH64671759684451,Bowen Ltd,6211,RU,RUB,27027.12,Donation,1
T01515,2025-01-04 01:27:47,GB74EUWR49304539797388,Pearson-Perez,8221,ZA,GB24FCWL15991930892759,"Arias, Horn and Jones",5411,DE,ZAR,180671.9,Donation,1
T01516,2025-05-06 17:39:21,GB44ZSJZ78964800661937,"Esparza, Haney and Turner",7311,SG,GB84VPUU76979294195043,"Baxter, Robbins and Ortiz",4813,ZA,SGD,42123.7,Loan Repayment,0
T01517,2025-06-07 13:21:40,GB41GLUD45774789609648,"Wilson, Chavez and Bean",8221,BR,GB02QJCM75290890303633,Brown Ltd,5812,DE,BRL,63691.0,EMI Payment,0
T01518,2025-02-27 21:43:26,GB17DIJL32665956132267,Goodwin-Gilbert,6021,RU,GB90QQOY09077475748108,"Campbell, Edwards and Mcclain",7311,US,RUB,112043.14,Retail Shopping,1
T01519,2025-07-12 01:22:10,GB50UPXV25671354812268,Barnett-Galloway,5411,US,GB51QFTU60743711216732,West-Figueroa,4813,DE,USD,20840.0,Travel Booking,0
T01520,2025-05-14 23:09:18,GB78XGKC61226467513553,"Howard, Jennings and Carlson",5812,DE,GB42GLND33959775153314,"Davis, Gomez and Woods",8221,AE,EUR,90134.78,Travel Booking,1
T01521,2025-06-13 23:08:17,GB77LLEG37871925956948,Hill-Boyd,6021,AE,GB03DYZQ91420604479566,"Anderson, Conley and Gregory",8221,RU,AED,35933.54,Insurance Premium,1
T01522,2025-06-26 22:51:04,GB59GHTY65799986003455,"Williams, Adams and Sanders",6021,RU,GB59IPBB01733140601832,Schmidt-Patel,4813,ZA,RUB,46998.1,Salary Payment,1
T01523,2025-06-29 00:28:07,GB69IRPP44832921595086,Walter PLC,7311,AE,GB29FCKA55989283388740,"Levine, Stone and Rice",5411,US,AED,27982.39,Utility Bill Payment,1
T01524,2025-07-19 08:09:02,GB98ZVBD26837147125376,Mcbride-Williams,6211,IN,GB70PRYW44699198513299,Jennings-Clark,6211,US,INR,441.67,EMI Payment,0
T01525,2025-01-18 16:55:38,GB62SLQA02716323703590,Ross Ltd,4813,IN,GB20NRKD34697142607734,Jacobs LLC,6211,IN,INR,155971.43,Loan Repayment,1
T01526,2025-06-27 12:49:40,GB21MXEJ25910099963294,"Vaughan, Taylor and Delgado",5411,ZA,GB38ZFSZ22299248927319,"Dalton, Lewis and Smith",4813,SG,ZAR,67474.72,Loan Repayment,1
T01527,2025-06-21 17:22:59,GB14CLUE18198269931788,"Williams, Small and Washington",8221,SG,GB82CHJO62379562634962,Cannon-Salazar,4813,ZA,SGD,126763.4,Credit Card Payment,1
T01528,2025-03-23 14:22:37,GB55VFPX00012210739661,Moore-Lynch,7372,DE,GB45BXVB25604088506390,"Clark, Rios and Cook",6211,ZA,EUR,132088.74,Travel Booking,1
T01529,2025-04-20 19:40:57,GB52WJTY69072416404826,Watkins Ltd,7311,BR,GB46SMGN35904529016645,Brown Inc,5411,ZA,BRL,131288.26,Utility Bill Payment,1
T01530,2025-08-18 14:19:25,GB10HBRE09955725235468,"Cobb, Barton and Rodriguez",8221,DE,GB97SQQR76375914710720,Kirk-Clark,7311,UK,EUR,107868.99,Travel Booking,1
T01531,2025-08-13 05:33:36,GB86GUCL56681365512694,Moss and Sons,8221,CN,GB83WSCL49156061198860,Watkins-Randall,7311,UK,CNY,33312.38,Insurance Premium,1
T01532,2025-07-07 02:00:38,GB35WEHZ40392975177172,Simon-Cross,5812,BR,GB14MFRQ03696463752970,Davis Group,8221,IN,BRL,63151.4,Travel Booking,0
T01533,2025-01-29 15:56:25,GB28JKWX29102946787154,"Brown, Wilson and Santiago",4813,BR,GB05SAMZ01771324602858,"Schneider, Roberts and Walker",6211,SG,BRL,22022.42,Donation,0
T01534,2025-02-21 16:36:43,GB23PFCN57921705399428,Stephens-White,8221,AE,GB88AHEC26994677151041,"Hogan, Bean and Alvarez",6021,IN,AED,129711.67,Subscription Service,1
T01535,2025-07-02 13:40:00,GB73YGIG82765396130818,Torres-Reed,6021,AE,GB66DAOP15525635962107,Brown-Cochran,6211,RU,AED,1088.2,Loan Repayment,1
T01536,2025-02-03 21:44:55,GB94HVMD80617229426533,Lewis-Ford,4813,RU,GB14WRNI16341553282333,"Gray, Calhoun and Smith",7311,UK,RUB,140453.48,Paying Rent,1
T01537,2025-05-24 10:18:39,GB52QXYW90489475090755,"Chavez, Johnson and Woodard",5411,AE,GB06ESCV13450906905085,George PLC,6021,IN,AED,113031.81,Paying Rent,1
T01538,2025-01-17 16:33:55,GB54SYEJ08450344304203,"Bailey, Williams and Dawson",4813,SG,GB50ZBTW55459367120786,Cook-Savage,4813,UK,SGD,16975.18,Insurance Premium,0
T01539,2025-04-28 15:23:08,GB92ZEAV10774818118011,Edwards-Thompson,5411,ZA,GB88ZZNJ25658143435544,"Levine, Becker and Le",5411,RU,ZAR,179111.89,Utility Bill Payment,1
T01540,2025-04-19 06:21:20,GB87KPUL36887202661042,Mitchell-Hahn,6211,SG,GB35QHWS17213807207859,White-Norris,4813,UK,SGD,461.07,Loan Repayment,0
T01541,2025-01-02 05:56:19,GB58HHXS46173531148181,"Jones, Smith and Barker",5812,ZA,GB78UFVX35985254632894,Johnson-Castro,5411,RU,ZAR,51962.8,Salary Payment,1
T01542,2025-08-22 21:14:31,GB62OCWF58287658301715,"Roman, Riddle and Lindsey",7311,US,GB02NKVX53127174698128,Collins-Hughes,7311,ZA,USD,87863.72,Loan Repayment,1
T01543,2025-04-04 23:14:55,GB02GAEG76983061229924,Hawkins-Sanchez,6021,IN,GB76NKHL51876165900448,Cox-Jordan,6211,RU,INR,142319.42,Retail Shopping,1
T01544,2025-05-31 13:33:43,GB25DMGD32324524316267,"Yang, Webb and Adams",7311,ZA,GB38JJAF73298705444808,"Stark, Rogers and Hancock",7372,AE,ZAR,177300.33,Donation,1
T01545,2025-01-02 02:56:46,GB95YYVH74056064307513,"Rodriguez, Wood and Torres",8221,US,GB57GPSS20665758735085,Alexander-Mejia,6021,ZA,USD,88337.94,Subscription Service,1
T01546,2025-03-07 18:05:58,GB34ZDXT41144980012458,Stephens PLC,4813,UK,GB98FPAA24726388193149,"Beck, Pennington and Bass",7311,CN,GBP,183844.09,Utility Bill Payment,1
T01547,2025-07-12 16:41:47,GB54SHFX52833546759827,"Brown, Curry and Schwartz",6211,SG,GB39HUQD88754689221512,Ross-Knapp,6211,DE,SGD,139676.51,EMI Payment,1
T01548,2025-01-03 08:16:21,GB68ZZCH61780204701473,Mcintyre Inc,7372,DE,GB69EZNO71807042640192,"Freeman, Gonzales and Miles",8221,UK,EUR,87405.94,Donation,1
T01549,2025-08-24 06:16:44,GB96RPUQ80649629648065,"Gonzalez, Hunt and Mason",7311,CN,GB97EWML90030578012233,Alexander-Cruz,6211,US,CNY,54154.64,Travel Booking,1
T01550,2025-05-14 18:14:38,GB25PPNJ89784218134394,Greene-Stephens,6211,CN,GB16QZKY56598978634926,Pierce PLC,6211,AE,CNY,160815.35,Donation,1
T01551,2025-06-29 02:35:10,GB10MUXQ25892742403910,"Castro, Coleman and Jimenez",7372,IN,GB56RRTQ32689402636729,Cooper LLC,8221,ZA,INR,189027.73,Subscription Service,1
T01552,2025-03-11 08:59:14,GB31UJMQ68766957924253,Frank Group,6211,CN,GB21NXUR67767233057782,"Nguyen, Bradley and Campbell",7372,IN,CNY,151530.59,Paying Rent,1
T01553,2025-02-22 23:28:42,GB33XGBU03230499661852,"Gonzalez, Hamilton and Williams",7372,UK,GB87KJUG48998165018266,Stewart-Taylor,7311,BR,GBP,163862.56,Donation,1
T01554,2025-02-26 09:25:26,GB82NHIS27263637625262,Tate Group,5812,ZA,GB75AUEV67063512259800,Klein and Sons,5812,RU,ZAR,142457.48,Insurance Premium,1
T01555,2025-07-14 01:18:23,GB50JNIH15857694378064,Sanchez Inc,6211,BR,GB54URCJ87296836310460,"Winters, Stanley and Hall",7372,SG,BRL,133940.21,Loan Repayment,1
T01556,2025-02-01 11:56:42,GB30NMUZ93378858510581,Smith and Sons,6021,IN,GB95PPUB16532235222289,Rangel-Long,5812,UK,INR,140731.84,Insurance Premium,1
T01557,2025-07-07 21:55:09,GB34VJBS81592514316085,Graves-Buckley,6021,US,GB66LNNY06452092959211,"Preston, Chavez and Bright",5411,SG,USD,47045.11,Retail Shopping,0
T01558,2025-06-22 09:48:15,GB35ESNW46067104003229,Stewart Ltd,6021,CN,GB31OZRQ62492922316598,Medina LLC,7372,US,CNY,186150.59,Utility Bill Payment,1
T01559,2025-06-28 16:44:01,GB87OPFC14907083013756,Beard Group,6211,CN,GB34QWNH35404090267275,Gibson Ltd,4813,UK,CNY,170206.28,Utility Bill Payment,1
T01560,2025-08-18 02:09:26,GB86XXCO43722749427553,Roberts-Gibson,6211,SG,GB72ELJA88827954363147,Patterson-Shepherd,6021,BR,SGD,145941.14,Retail Shopping,1
T01561,2025-06-25 15:43:26,GB16UDAQ12658705845763,Case-Allen,6211,SG,GB45HBHC04952387099833,Garcia LLC,4813,DE,SGD,72685.94,Travel Booking,0
T01562,2025-05-02 20:23:25,GB58QQQS00541121699072,"Adkins, Wheeler and Hernandez",7372,RU,GB48LEVD86823732313631,Dixon-Johnson,6021,ZA,RUB,162977.7,Loan Repayment,1
T01563,2025-04-04 22:20:47,GB91LTHS43381399996297,Buchanan PLC,4813,SG,GB57UVHF68199066139438,"Parks, Butler and Matthews",6021,BR,SGD,159807.96,EMI Payment,1
T01564,2025-04-22 17:12:09,GB17PLYW18619516423115,"Wright, Anderson and Gibson",7372,AE,GB24VCOA60156123803829,Patterson-Hayes,7372,CN,AED,189373.11,Credit Card Payment,1
T01565,2025-02-03 01:26:17,GB43SUKQ47766317703038,Lee-Christensen,5812,DE,GB82ZUIU43721535656647,Haynes-Meyer,6021,ZA,EUR,114651.53,Credit Card Payment,1
T01566,2025-02-27 18:38:42,GB53TCYE23372607611399,Baker LLC,4813,IN,GB46KYAT20871948467330,"Gutierrez, Lyons and Watson",7311,ZA,INR,34946.01,Credit Card Payment,0
T01567,2025-08-10 10:04:01,GB26QUKF57911086540853,Matthews Group,6021,SG,GB48WKRH31573679472548,Vasquez and Sons,7311,CN,SGD,132492.0,Retail Shopping,1
T01568,2025-04-05 08:25:21,GB47ZPAD87052980181777,"Moran, Hayes and Allen",6211,ZA,GB34UGBH14716730986109,Herrera Inc,4813,DE,ZAR,87706.25,Retail Shopping,0
T01569,2025-04-18 16:25:33,GB97TKDO06766760496214,"Winters, Collins and Wilson",8221,SG,GB57VZMR63977064088344,"Wade, Mcconnell and Robinson",5812,BR,SGD,95330.94,Retail Shopping,0
T01570,2025-05-15 21:15:14,GB89DJCL99690340524764,"Cohen, Rios and Swanson",6211,CN,GB10LHVZ84241877747895,"Evans, Chavez and Francis",6211,RU,CNY,77938.54,Credit Card Payment,1
T01571,2025-02-09 04:54:09,GB98OZFZ07181514453877,Adams and Sons,7372,RU,GB03OMGL58139834289067,Christensen-Reynolds,4813,UK,RUB,15809.22,Travel Booking,1
T01572,2025-07-04 23:50:33,GB69XRSP09386938755178,"Kane, Robinson and Hernandez",7372,ZA,GB44RAXX38419082813372,Gallegos Inc,4813,IN,ZAR,4177.77,Paying Rent,0
T01573,2025-05-28 23:14:24,GB12TVIS94131796989701,Davis PLC,7372,UK,GB47DCVL45741475239143,"Martin, Garrett and Gray",4813,CN,GBP,195998.91,Insurance Premium,1
T01574,2025-01-08 12:54:28,GB38DVOG08626574561500,Mathis Group,7311,US,GB85SPUI60830706353776,George-Wright,6211,IN,USD,128638.28,Retail Shopping,1
T01575,2025-08-01 08:08:13,GB75UEQB35765153624738,"Bullock, Miller and Simmons",5812,US,GB86VGWO64480610574315,Blake-Rosales,7372,BR,USD,90918.95,Subscription Service,1
T01576,2025-04-10 09:44:10,GB30FMAD67319294800116,Dalton-Grant,8221,CN,GB04THTH45574111355996,Holt-Snyder,8221,RU,CNY,63427.34,Utility Bill Payment,1
T01577,2025-04-20 20:18:14,GB95CLVP05879283102673,Chang-Freeman,6211,IN,GB57YOWN95383241334440,George and Sons,8221,DE,INR,128330.33,Retail Shopping,1
T01578,2025-02-20 06:35:03,GB40XGPQ63490815660680,Clark-Smith,7372,RU,GB81DUQI09189900401303,Sloan-Garcia,8221,DE,RUB,9289.64,Retail Shopping,1
T01579,2025-03-21 17:19:40,GB48UMZN09856380954604,Singh-Duncan,5812,BR,GB88RWRZ60201550079004,Taylor LLC,5812,DE,BRL,40911.26,Loan Repayment,0
T01580,2025-05-20 05:39:51,GB41GRTN91006029354024,"Sanders, Villarreal and Johnson",7372,UK,GB03JFGE33256877236291,Berry LLC,6021,IN,GBP,7828.97,Retail Shopping,0
T01581,2025-02-06 21:21:16,GB84SFJI09117405317244,Wright-Young,8221,UK,GB46SNWT72946177870901,Phillips-Wu,8221,AE,GBP,62529.27,EMI Payment,1
T01582,2025-02-21 08:39:49,GB35IKCJ31016622119230,Henry Group,6021,CN,GB21ATXN00838766583232,"Mcconnell, Williams and Lowe",6021,RU,CNY,67606.32,Loan Repayment,1
T01583,2025-05-18 05:57:44,GB85IMKS37249547795899,Mendoza and Sons,7372,UK,GB15XRIK95242195247878,"Murray, Carpenter and Colon",6211,US,GBP,51636.11,Subscription Service,1
T01584,2025-01-31 13:01:12,GB80WOAU28483378919042,"Jones, Gonzales and Wood",4813,SG,GB44JRAJ10304192606170,Lewis-Young,5411,UK,SGD,9957.65,Loan Repayment,0
T01585,2025-01-31 14:09:25,GB59EUDO50903479262607,Strickland-Meyers,7311,US,GB41DBUN28255783527423,Reyes Inc,4813,UK,USD,1106.58,Paying Rent,0
T01586,2025-01-10 17:06:10,GB91OAME63746390617113,"Keller, Jones and Mendoza",7311,DE,GB69BOHZ15377681779183,Griffith PLC,6021,RU,EUR,8225.12,Travel Booking,1
T01587,2025-01-17 10:04:45,GB80NTTE45899358326738,Price Group,5411,ZA,GB92NRWW56139500266700,"Wilson, Anderson and Fisher",4813,US,ZAR,56716.02,EMI Payment,0
T01588,2025-07-27 04:57:52,GB79GFVQ13845601494960,"Gonzalez, Rodriguez and Nichols",8221,SG,GB95TJOR88956486043032,Lloyd Ltd,6211,CN,SGD,94099.02,Salary Payment,1
T01589,2025-07-13 03:46:51,GB34NQEI14388266952135,"Hayes, Gallagher and Harrison",6211,BR,GB22UMGO45597177235461,"Duncan, Thomas and Parks",7372,SG,BRL,60994.18,Travel Booking,0
T01590,2025-03-17 09:38:32,GB12ZOME13421747146746,"Mclaughlin, Barker and Bennett",8221,AE,GB69MUIO71393934596114,"Johnson, Hobbs and Berry",5411,CN,AED,42315.29,Insurance Premium,1
T01591,2025-06-03 03:19:59,GB27GNNZ89938290550958,Diaz-Dixon,5812,ZA,GB07DNFN14332051609763,Cummings-Lyons,7311,SG,ZAR,47783.22,Salary Payment,0
T01592,2025-02-26 05:49:30,GB38MWZR64880982955204,Leon Ltd,7311,UK,GB55CYSM40057830130985,Holland-Kaiser,5411,AE,GBP,104808.27,Travel Booking,1
T01593,2025-08-06 13:46:57,GB59EOMV33961862761745,"Burke, Anderson and Russell",4813,RU,GB67ZCOO35479869449040,Walker-Irwin,5411,DE,RUB,145422.09,Paying Rent,1
T01594,2025-07-24 13:00:49,GB92SOAN06956628201879,Davis-Potts,5411,RU,GB23JFTI43541060447572,Walters-Rangel,7372,SG,RUB,149661.68,Retail Shopping,1
T01595,2025-01-14 02:29:23,GB38XQNK04753983456613,Schmidt Ltd,7372,SG,GB16GBWF06872899335291,Ruiz-Carlson,5411,ZA,SGD,3781.01,Salary Payment,0
T01596,2025-01-09 08:49:15,GB23MNIO22972488661338,Smith-Williams,7311,DE,GB77YNXR00798656301690,Campbell PLC,5812,US,EUR,186685.16,Donation,1
T01597,2025-04-07 15:49:08,GB55WITE10813657811536,Woodard PLC,7372,DE,GB67JWQQ29415253644040,"Williams, Scott and Brown",5411,AE,EUR,42382.61,EMI Payment,1
T01598,2025-06-21 07:37:57,GB76EFLW88479890648352,Delgado-Barron,7372,UK,GB14BSQH75535545324560,"Moreno, Kelly and Berry",4813,RU,GBP,115214.19,Travel Booking,1
T01599,2025-06-28 20:01:00,GB59COMC84914588393760,"Franco, Bauer and Howell",7311,BR,GB91OYNM24318822582954,"Palmer, Hernandez and Rivera",7311,US,BRL,122576.73,Travel Booking,1
T01600,2025-06-16 07:04:45,GB40LXGF81822438519786,Jackson LLC,7372,IN,GB83HKUX25467769484123,Dyer-Cordova,4813,DE,INR,114000.52,Donation,1
T01601,2025-04-02 00:27:00,GB40BQUZ96977264788616,"Murray, Mills and Reyes",6021,IN,GB28PGOQ30840583080309,Campos-Powers,6211,US,INR,180096.99,Travel Booking,1
T01602,2025-08-11 08:34:54,GB52JWFU49704350135374,Rodriguez-Bell,5411,BR,GB30OVQF58660080208545,Hudson-King,5411,UK,BRL,195450.91,Travel Booking,1
T01603,2025-02-13 10:59:51,GB29OCVJ10397408209114,Perry LLC,4813,US,GB88DSLF25452639085916,Andrade-Page,6211,UK,USD,108388.63,Utility Bill Payment,1
T01604,2025-06-13 23:50:10,GB54DGGC13224669215984,"Bryant, Schroeder and Richards",5411,ZA,GB54LMJW16119617741371,"Graham, Nichols and Lopez",7311,RU,ZAR,132165.65,Utility Bill Payment,1
T01605,2025-01-19 17:14:13,GB88AARS55846146974678,Jones Group,6021,CN,GB30LZJQ74232975858610,Silva-Davis,8221,UK,CNY,81511.1,Paying Rent,1
T01606,2025-04-14 10:13:32,GB76VMWS27288521640887,Spencer and Sons,6021,AE,GB86KFON76716570485859,"Turner, Green and Carter",7311,DE,AED,45789.61,Utility Bill Payment,1
T01607,2025-06-05 01:40:33,GB20DGJT50015141847479,"Heath, Morgan and Duncan",5812,CN,GB49SELN43082742140931,Miranda-Esparza,6021,BR,CNY,92699.37,Salary Payment,1
T01608,2025-08-16 15:20:58,GB66GMLH27128655064025,Gordon LLC,6021,SG,GB80FZXH58826153153619,Jensen-Bailey,8221,ZA,SGD,181661.17,Retail Shopping,1
